Original Text,NULL
Creating an absolute path is done by calling the Paths.get() factory method with the absolute file as parameter.,"(""Paths"", ""Paths.get() is a factory method of the Paths class."", ""get"")"
The Java NIO Path class can also be used to work with relative paths.,NULL
The second example creates a Path instance which points to the path (file) d:\data\projects\a-project\myfile.txt .,NULL
If you use the .. code in the middle of a path string it will correspond to changing one directory up at that point in the path string.,NULL
The .. code after the a-project directory changes directory up the the parent directory projects and then the path references down into the another-project directory from there.,NULL
and .. codes also work in combination with the two-string Paths.get() method.,NULL
Here are two Java Paths.get() examples showing simple examples of that:,NULL
There are more ways that the Java NIO Path class can be used to work with relative paths.,NULL
The Java Path method relativize() can create a new Path which represents the second Path relative to the first Path.,"(""Java Path"", ""The Java Path class contains the method relativize() which creates a new Path."", ""relativize()"")"
"For instance, with the path /data and /data/subdata/subsubdata/myfile.txt"", the second path can be expressed as /subdata/subsubdata/myfile.txt relative to the first path.","(""Data"", ""Subdata is a part of the Data package, indicating a hierarchical structure in the file path."", ""Subdata""); (""Subdata"", ""Subsubdata is a part of the Subdata package, indicating a further hierarchical structure in the file path."", ""Subsubdata"")"
"If you add the relative path subdata/subsubdata/myfile.txt to the directory path /data, you get the full path /data/subdata/subsubdata/myfile.txt.","(""myfile.txt"", ""myfile.txt is located in the subdata directory"", ""subdata""); (""myfile.txt"", ""myfile.txt is located in the subsubdata directory"", ""subsubdata""); (""subdata"", ""subdata is a subdirectory of /data"", ""/data""); (""subsubdata"", ""subsubdata is a subdirectory of subdata"", ""subdata"")"
If you you add the relative path ../../.. to the full file path /data/subdata/subsubdata/myfile.txt then you get /data,"(""myfile.txt"", ""myfile.txt is located within the subdata directory"", ""subdata""); (""subdata"", ""subdata contains the subsubdata directory"", ""subsubdata"")"
The normalize() method of the Path interface can normalize a path.,NULL
"and .. codes in the middle of the path string, and resolves what path the path string refers to.",NULL
This Path example first creates a path string with a .. code in the middle.,NULL
"Then the example creates a Path instance from this path string, and prints that Path instance out (actually it prints Path.toString()).","(""Path"", ""Path.toString() is a method of the Path class that is called to print the Path instance."", ""toString"")"
"The example then calls normalize() on the created Path instance, which returns a new Path instance.","(""normalize"", ""The method normalize() is called on the Path instance."", ""Path"")"
"As you can see, the normalized path does not contain the a-project\.. part, as this is redundant.",NULL
"You write to a SinkChannel by calling it's write() method, like this:",NULL
To read from the source channel you call its read() method like this:,NULL
The int returned by the read() method tells how many bytes were read into the buffer.,"(""read"", ""The read() method returns an int that indicates how many bytes were read."", ""int"")"
"Notice how the buffers are first inserted into an array, then the array passed as parameter to the channel.read() method.","(""Array"", ""The array is passed as a parameter to the channel.read() method."", ""read"")"
The read() method then writes data from the channel in the sequence the buffers occur in the array.,"(""read"", ""The read() method operates on the channel to write data."", ""channel"")"
"In other words, if you have a header and a body, and the header is fixed size (e.g.",NULL
"The array of buffers are passed into the write() method, which writes the content of the buffers in the sequence they are encountered in the array.","(""array"", ""The write() method processes the array of buffers."", ""write"")"
